,product_id,path,type,position,created_at_x,updated_at_x,upc,name,slug,description,is_promotion,is_visible,created_at_y,updated_at_y,drophub,attributes
0,1,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/dN6KHDq9s2itqX80JEWLbosIYG8Cl7-metaMzA5RkU3ODMtQzE3My00ODJELUIxNDgtM0QyOUMyOUFFNzRGLmpwZWc=-.jpg,thumbnail,1,2024-02-28 14:46:24,2024-04-26 22:59:51,6567a397ba709,کت,Coat,"جنس :فاستونی
رنگبندی: مشکی/طوسی
سایز۱(عرض سینه۶۲/قد۷۵/عرض شانه۴۶)
سایز۲(عرض سینه۶۵/قد۸۰/عرض شانه۵۲)

برای راهنمای اندازه ها به قسمت راهنمای محصول مراجعه کنید.",0,0,2023-11-11 20:28:09,2025-10-23 12:52:09,,
1,1,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01K06D3VYB2RVJJPTTJP17EJQX.webp,image,1,2025-07-15 10:19:12,2025-07-15 10:19:12,6567a397ba709,کت,Coat,"جنس :فاستونی
رنگبندی: مشکی/طوسی
سایز۱(عرض سینه۶۲/قد۷۵/عرض شانه۴۶)
سایز۲(عرض سینه۶۵/قد۸۰/عرض شانه۵۲)

برای راهنمای اندازه ها به قسمت راهنمای محصول مراجعه کنید.",0,0,2023-11-11 20:28:09,2025-10-23 12:52:09,,
2,1,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/Rx34sd0Qm2DFhtOv9A0LYGS7bhc7Ib-metaNzA1OTVCRjMtOTlGMS00REI0LTk2OUYtRkNDNDc2NkI4NDNGLmpwZWc=-.jpg,image,2,2024-02-28 15:12:48,2024-04-26 22:59:51,6567a397ba709,کت,Coat,"جنس :فاستونی
رنگبندی: مشکی/طوسی
سایز۱(عرض سینه۶۲/قد۷۵/عرض شانه۴۶)
سایز۲(عرض سینه۶۵/قد۸۰/عرض شانه۵۲)

برای راهنمای اندازه ها به قسمت راهنمای محصول مراجعه کنید.",0,0,2023-11-11 20:28:09,2025-10-23 12:52:09,,
3,1,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/OKC3DObmdSQWd12MiIkNc9sj8d6Q3k-metaNkY0MUE1MTItRDREOC00RTI5LTkzN0ItRDJDRUNEQUQyNjhGLmpwZWc=-.jpg,image,3,2024-02-28 14:44:31,2024-04-26 22:59:51,6567a397ba709,کت,Coat,"جنس :فاستونی
رنگبندی: مشکی/طوسی
سایز۱(عرض سینه۶۲/قد۷۵/عرض شانه۴۶)
سایز۲(عرض سینه۶۵/قد۸۰/عرض شانه۵۲)

برای راهنمای اندازه ها به قسمت راهنمای محصول مراجعه کنید.",0,0,2023-11-11 20:28:09,2025-10-23 12:52:09,,
4,1,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/Ocr8BwFyQvZQNneKkq0FgUrjhxYQiU-metaMEY5REEyQzMtRjYxOC00N0Q4LUI2NjgtNzI5QTgzRUE1QTA0LmpwZWc=-.jpg,image,4,2024-02-28 14:47:27,2024-04-26 22:59:51,6567a397ba709,کت,Coat,"جنس :فاستونی
رنگبندی: مشکی/طوسی
سایز۱(عرض سینه۶۲/قد۷۵/عرض شانه۴۶)
سایز۲(عرض سینه۶۵/قد۸۰/عرض شانه۵۲)

برای راهنمای اندازه ها به قسمت راهنمای محصول مراجعه کنید.",0,0,2023-11-11 20:28:09,2025-10-23 12:52:09,,
5,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/HuGBMr1kuE4V0ObEgH7IWDWtjNPmzD-metaNDFEQkQ0QjktOEI0QS00MkU5LUI4QjctNjFCQTNDQjUzN0M2LmpwZWc=-.jpg,image,1,2024-02-28 15:24:58,2025-03-02 13:31:11,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
6,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/U8PAVCveTJ2vLnHkDhBUymOiZFgAa3-metaMTlGMUY5OEQtQjFFOS00ODBGLUE3Q0EtMTBCQ0JDNTMwNjFELmpwZWc=-.jpg,thumbnail,1,2024-02-28 15:25:54,2025-03-02 13:32:16,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
7,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNAS0AKG66S3M9NXKM7NCH2K.webp,image,1,2025-03-02 13:34:26,2025-03-02 13:34:26,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
8,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNAS117FYK7HW6MCFEK3HBPA.webp,image,1,2025-03-02 13:34:50,2025-03-02 13:34:50,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
9,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNAS1G2W5AD57FTX6DEKB4NB.webp,image,1,2025-03-02 13:35:05,2025-03-02 13:35:05,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
10,2,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNAYMCSTQA0DMYNYPSFRFNHN.webp,image,1,2025-03-02 15:12:47,2025-03-02 15:12:47,6567a397bacd3,شلوار تک پیله فاستونی,Ppnngff,"جنس:فاستونی
رنگبندی:طوسی/مشکی
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶الی۱۰۵)
دور ران ۶۸
قد کار ۱۱۰

برای راهنمای انتخاب سایز به راهنمای‌محصول‌ مراجعه کنید",0,1,2023-11-11 20:45:35,2025-10-23 12:52:37,,
11,3,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/G9SBF9lyyzloXloq1DQcUyMIzIGYyF-metaMERBQUZFQzQtRkI2Ni00MzU4LTg4QUMtODgwMTY5RTY1RTRDLmpwZWc=-.jpg,thumbnail,1,2024-02-29 18:40:54,2024-02-29 18:40:54,,شلوار تک پیله راه راه,Pantss,"جنس:فاستونی
رنگبندی:تک رنگ
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶ الی۱۰۵)
دور ران ۶۸
قد۱10(قدکار تن مدل اقا ۱۰۵ برای سفارش این قد فقط از طریق دایرکت اقدام کنید🙏🏽)",0,0,2024-02-23 15:59:50,2025-10-23 12:52:14,,
12,3,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/pM87mjoq6zQY7xMOekLQpLSwKUxP8t-metaMkM0QjVGQzgtRTJCMi00NkEzLUJEN0MtQkY3QjExMzkwMUI0LmpwZWc=-.jpg,image,1,2024-02-29 18:42:10,2024-02-29 18:42:10,,شلوار تک پیله راه راه,Pantss,"جنس:فاستونی
رنگبندی:تک رنگ
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶ الی۱۰۵)
دور ران ۶۸
قد۱10(قدکار تن مدل اقا ۱۰۵ برای سفارش این قد فقط از طریق دایرکت اقدام کنید🙏🏽)",0,0,2024-02-23 15:59:50,2025-10-23 12:52:14,,
13,3,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/ITzXMk0f9JKsw3zR09o7v54VxAFRVg-metaQUI2NjFBMjEtMDkzQi00MEEwLUI4MjYtN0VERTg4RDBCRkJDLmpwZWc=-.jpg,image,1,2024-02-29 18:47:06,2024-02-29 18:47:06,,شلوار تک پیله راه راه,Pantss,"جنس:فاستونی
رنگبندی:تک رنگ
سایز۱(دورکمر۶۸ الی۸۵)
سایز۲(دورکمر۸۶ الی۱۰۵)
دور ران ۶۸
قد۱10(قدکار تن مدل اقا ۱۰۵ برای سفارش این قد فقط از طریق دایرکت اقدام کنید🙏🏽)",0,0,2024-02-23 15:59:50,2025-10-23 12:52:14,,
14,5,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/9IGeOFpLuAyiEdpySPHxUoG0YFvquI-metaQjgzNkMyQkItQjRDMS00NDk1LUI1QjctMjkyREQ0ODgwM0QyLmpwZWc=-.jpg,image,1,2024-03-01 12:30:53,2024-03-01 12:30:53,,کراپ کت,Croppp,"جنس:فاستونی
رنگبندی:مشکی راه راه
فری سایز(عرض سینه۶۱/قد بدون تیزی جلوی کار ۵۲)

",0,1,2024-03-01 12:26:42,2024-04-07 22:56:04,,
15,5,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/JmPRJzfYOvJO2WpugMsw1ruz1d70O8-metaQ0FFRDA0REYtNDczMy00NDYyLUI4M0QtRkFGOEQ0MkM1MUQwLmpwZWc=-.jpg,thumbnail,1,2024-03-01 12:31:55,2024-03-01 12:31:55,,کراپ کت,Croppp,"جنس:فاستونی
رنگبندی:مشکی راه راه
فری سایز(عرض سینه۶۱/قد بدون تیزی جلوی کار ۵۲)

",0,1,2024-03-01 12:26:42,2024-04-07 22:56:04,,
16,5,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/CpMksIUhk6CxG7xEcBlJNjR1yWQSho-metaQzJERjlFMDgtNDA1OS00MEM1LUFGRkYtNEZFMDE5ODQ3REJELmpwZWc=-.jpg,image,1,2024-03-01 12:32:40,2024-03-01 12:32:40,,کراپ کت,Croppp,"جنس:فاستونی
رنگبندی:مشکی راه راه
فری سایز(عرض سینه۶۱/قد بدون تیزی جلوی کار ۵۲)

",0,1,2024-03-01 12:26:42,2024-04-07 22:56:04,,
17,5,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/XDfQzb8WgX1bV82WdEbPDmCZBlf2s3-metaQkUzREM1NzktODk4Ri00QzY1LUJBNUItNTA4RjFCNzBBQzk4LmpwZWc=-.jpg,image,1,2024-03-01 12:34:24,2024-03-01 12:34:24,,کراپ کت,Croppp,"جنس:فاستونی
رنگبندی:مشکی راه راه
فری سایز(عرض سینه۶۱/قد بدون تیزی جلوی کار ۵۲)

",0,1,2024-03-01 12:26:42,2024-04-07 22:56:04,,
18,6,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/DURQpXrM6hWXV6m7LnjtoldKywBuRW-metaRTMxQUE5RDktNUM5RC00Q0YwLUE2NzgtNTkxRkI0QTQxNTVELmpwZWc=-.jpg,thumbnail,1,2024-03-02 12:13:21,2024-03-02 12:13:21,,پیراهن حصیری,Hasiriii,"
رنگبندی:سفید/مشکی/قهوه ای/کرم
فری سایز(عرض سینه63/قد78)",0,1,2024-03-02 12:12:25,2025-10-23 12:52:25,,
19,6,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/2DzALNxHWULPVGYmrhbGPUW5LdZV7P-metaNzZCMDA3N0UtNzEzOC00QTVBLUFBRjQtMkJBRjBFMjkwRUI4LmpwZWc=-.jpg,image,1,2024-03-02 12:13:53,2024-03-02 12:13:53,,پیراهن حصیری,Hasiriii,"
رنگبندی:سفید/مشکی/قهوه ای/کرم
فری سایز(عرض سینه63/قد78)",0,1,2024-03-02 12:12:25,2025-10-23 12:52:25,,
20,6,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/HpsbdhqqrgqmB1mCHNpb42Tvru5JSe-metaQzFCREYwODAtMTkwRi00QkQ5LTg2MTQtNENBM0EyRTQyQTI5LmpwZWc=-.jpg,image,1,2024-03-02 12:14:53,2024-03-02 12:14:53,,پیراهن حصیری,Hasiriii,"
رنگبندی:سفید/مشکی/قهوه ای/کرم
فری سایز(عرض سینه63/قد78)",0,1,2024-03-02 12:12:25,2025-10-23 12:52:25,,
21,6,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01J764F1QDJT3MQM5ZQ45D3ZYN.webp,thumbnail,1,2024-09-07 18:38:49,2024-09-07 18:38:49,,پیراهن حصیری,Hasiriii,"
رنگبندی:سفید/مشکی/قهوه ای/کرم
فری سایز(عرض سینه63/قد78)",0,1,2024-03-02 12:12:25,2025-10-23 12:52:25,,
22,6,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01J764J7V28SEJFJBTGSW4QBKR.webp,image,1,2024-09-07 18:40:33,2024-09-07 18:40:33,,پیراهن حصیری,Hasiriii,"
رنگبندی:سفید/مشکی/قهوه ای/کرم
فری سایز(عرض سینه63/قد78)",0,1,2024-03-02 12:12:25,2025-10-23 12:52:25,,
23,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/wXyY7zxWE5RaWnb8HGdgvefvrtmlQt-metaOTBENTJBOTMtRUEwRi00OTFFLUIxMTgtOTY2QTlBNDA2RjdELmpwZWc=-.jpg,image,1,2024-03-02 12:39:59,2024-03-02 12:39:59,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
24,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/st5lB6sRi9Tv1O5TEuuk39r9aHEdTX-metaQTZGRDBGRDctODQ4Qy00RkRBLTk2RDMtNkY1NUNDRDJGOEI3LmpwZWc=-.jpg,image,1,2024-03-02 12:40:34,2024-03-02 12:40:34,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
25,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNASTVAAW6JRZQJV3RAVRE07.webp,image,1,2025-03-02 13:48:55,2025-03-02 14:02:44,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
26,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNASV5FYYYMRMPBEBF6ZFPWR.webp,image,1,2025-03-02 13:49:06,2025-03-02 13:49:06,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
27,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNASVGDF4ABGFFPRQCQ8ES22.webp,image,1,2025-03-02 13:49:17,2025-03-02 13:49:17,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
28,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNASVTYME7NTGVZ0XBDK08CK.webp,image,1,2025-03-02 13:49:28,2025-03-02 13:49:28,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
29,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNASW613DYA4RDWPAMTMTDMP.webp,image,1,2025-03-02 13:49:39,2025-03-02 13:49:39,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
30,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNATNF4405DG4H5BCCMRWSN6.webp,thumbnail,1,2025-03-02 14:03:28,2025-03-02 14:03:28,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
31,7,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JNATNZ32K4N4BNA0D975CJ1D.webp,image,1,2025-03-02 14:03:44,2025-03-02 14:03:44,,شلوار کمر کش,Tro,"جنس:سوپر مازراتی
رنگبندی:کرم/مشکی
فری سایز(دورکمر67الی110)
دور ران 68
قد106",0,1,2024-03-02 12:34:40,2025-03-03 15:43:33,,
32,8,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/2cOvnYnsRKM6dBQlvbuBZNxOWVx9UF-metaMThBNjYyQjctMTk0Ni00QjFCLUFCRDktMzYzQ0M5RkI2NzY3LmpwZWc=-.jpg,image,1,2024-03-02 12:47:21,2024-03-02 12:47:21,,پیراهن تک جیب,Ttttaaakkk,"جنس:لینن
رنگبندی:مشکی/سفید
سایز۱(عرض سینه۶۲/قد۷۵)
سایز۲(عرض سینه۶۴/قد۸۰)",0,0,2024-03-02 12:46:44,2025-09-08 19:50:09,,
33,8,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/ORLSbFx05VTTmvbA6KMnKCKXo3gwrM-metaRTQ5RkUzMTctNjU2My00NzMyLTk4MTUtOTMyRjM3MzFEMTUxLmpwZWc=-.jpg,thumbnail,1,2024-03-02 12:47:38,2024-03-02 12:47:38,,پیراهن تک جیب,Ttttaaakkk,"جنس:لینن
رنگبندی:مشکی/سفید
سایز۱(عرض سینه۶۲/قد۷۵)
سایز۲(عرض سینه۶۴/قد۸۰)",0,0,2024-03-02 12:46:44,2025-09-08 19:50:09,,
34,8,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/s9RG5bUmLjPjpGTMOsJhx657Ry8QW3-metaQjU4RTEyMjEtRERGNy00NkM3LUFDNUQtNkZGNjEyQjQ2Qzk0LmpwZWc=-.jpg,image,1,2024-03-02 12:48:00,2024-03-02 12:48:00,,پیراهن تک جیب,Ttttaaakkk,"جنس:لینن
رنگبندی:مشکی/سفید
سایز۱(عرض سینه۶۲/قد۷۵)
سایز۲(عرض سینه۶۴/قد۸۰)",0,0,2024-03-02 12:46:44,2025-09-08 19:50:09,,
35,9,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/d6G3Ot9mcY6KoHEuQGfXJOcYJdojQ3-metaNDNBMTBBQTctOTRCQS00QjZCLTlBNkItNTEzNDZEQTA5OTdGLmpwZWc=-.jpg,thumbnail,1,2024-03-02 13:12:35,2024-03-02 13:12:35,,پیراهن راه راه آبی,Abbiiiirah,"جنس:لینن
رنگبندی:آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,0,2024-03-02 13:12:12,2025-09-08 19:51:07,,
36,9,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/bHr7WyBj3GrO8ypTOPP1elWjYrp73Y-metaMUJGMDUyRTQtRUUzOS00RUIwLTk5QjktNzNDNDBGOTU2RUVCLmpwZWc=-.jpg,image,1,2024-03-02 13:12:50,2024-03-02 13:12:50,,پیراهن راه راه آبی,Abbiiiirah,"جنس:لینن
رنگبندی:آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,0,2024-03-02 13:12:12,2025-09-08 19:51:07,,
37,9,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/fKZmK58sSkK6xwoQjdPtgWyh2MXxux-metaMTA3OUE5RDktMDUyRi00NzE3LUI2RUYtMzg2MUFGRDMwRUM1LmpwZWc=-.jpg,image,1,2024-03-02 13:13:16,2024-03-02 13:13:16,,پیراهن راه راه آبی,Abbiiiirah,"جنس:لینن
رنگبندی:آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,0,2024-03-02 13:12:12,2025-09-08 19:51:07,,
38,9,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/63bPsE8lb71XMgKHRUvGuqDRwrtWzK-metaQkE3NDA4QUQtOUQxQi00NzM0LUE1M0ItNjI5MDJDRkU0NUQ3LmpwZWc=-.jpg,image,1,2024-03-02 13:13:42,2024-03-02 13:13:42,,پیراهن راه راه آبی,Abbiiiirah,"جنس:لینن
رنگبندی:آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,0,2024-03-02 13:12:12,2025-09-08 19:51:07,,
39,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/Wbc8VNNERMOU8i5B6UIhjR5WA0zmzu-metaRDAxNkYwMUQtOUM3QS00REI0LTk4MkQtNTY5MUY0RjUyQ0QxLmpwZWc=-.jpg,image,1,2024-04-03 20:00:43,2024-04-03 20:02:47,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
40,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/jqt9uHMqRsMENNc4HenpK1A9EP9gYb-metaQjgxQTBBRUMtMDhENi00RUE4LTk3NkYtRkYwNENFNzY5OTQwLmpwZWc=-.jpg,image,1,2024-04-03 20:01:47,2024-04-03 20:01:47,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
41,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/GPZEDMt3JJrR6SlRwc4xXuCc14IMa8-metaRUJGRkEwMkItMTZEQi00OTcyLTkwNEQtRUY4MEEwQjM1MTc1LmpwZWc=-.jpg,thumbnail,1,2024-04-03 20:02:23,2024-04-03 20:02:23,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
42,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/X7FYdOptidY34K8kUwqMOKAM772ijm-metaQkI4ODkzQUEtMDFBRS00NzFGLTkzRkUtRTM2OEUxNkYyQzEwLmpwZWc=-.jpg,image,1,2024-04-03 20:04:09,2024-04-03 20:04:09,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
43,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/01JFCKTXVXEHNST5H7F9ERY124.webp,image,1,2024-12-18 17:08:24,2024-12-18 17:08:24,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
44,10,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/WvLMvmm1VPX6Kej8FIOrwwIE24d1K7-metaREEyMkI5QzQtNDgxNC00MzRCLTk1MTktN0M5MzkzMkFDREY1LmpwZWc=-.jpg,image,12558,2024-04-03 20:03:34,2024-04-03 20:03:34,,شلوار کارگو,Cargoooo,"جنس:کتان
رنگبندی:مشکی/سبز/قهوه ای/سرمه ای",0,1,2024-03-02 13:16:12,2025-09-10 19:40:41,,
45,11,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/gQoSLf4IYHTvUrFKgNg4aTBIR2e16s-metaRUY1QTRDNDktODQwMS00MjFBLTkyNjMtQTJFQ0REQjk4NjY0LmpwZWc=-.jpg,thumbnail,1,2024-03-03 12:30:21,2024-03-03 12:30:21,,پیراهن بیسیک,basiccc,"جنس:بابوس
رنگبندی:سفید و مشکی
فری سایز(عرض سینه۶۳/قد۷۸)
",0,1,2024-03-03 12:29:18,2024-09-07 18:48:03,,
46,11,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/wpTN0MlvFctdJTNXXOMMcu66RQvPJc-metaMTU3MTY2RUQtRUE2MC00MEVELUI3RDktMTUyMTMyQzEzRDc5LmpwZWc=-.jpg,image,1,2024-03-03 12:31:31,2024-03-03 12:31:31,,پیراهن بیسیک,basiccc,"جنس:بابوس
رنگبندی:سفید و مشکی
فری سایز(عرض سینه۶۳/قد۷۸)
",0,1,2024-03-03 12:29:18,2024-09-07 18:48:03,,
47,11,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/hsLgtssjovfenBa6cdJ64bYBDO642D-metaMUZEQTVFOTctQTc0Mi00Rjk0LTk2NEQtREI3MkE4NDdDMjc0LmpwZWc=-.jpg,image,1,2024-03-03 12:33:45,2024-03-03 12:33:45,,پیراهن بیسیک,basiccc,"جنس:بابوس
رنگبندی:سفید و مشکی
فری سایز(عرض سینه۶۳/قد۷۸)
",0,1,2024-03-03 12:29:18,2024-09-07 18:48:03,,
48,11,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/qcAHDLjPQybt8NWEoZkTVq6b6zaZem-metaQUQyOTNCM0YtRTZCMi00OEFBLTgzMUItQzNCREM3MDNBRTg2LmpwZWc=-.jpg,image,1,2024-03-03 12:34:23,2024-03-03 12:34:23,,پیراهن بیسیک,basiccc,"جنس:بابوس
رنگبندی:سفید و مشکی
فری سایز(عرض سینه۶۳/قد۷۸)
",0,1,2024-03-03 12:29:18,2024-09-07 18:48:03,,
49,12,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/4H04DFNnvrHeQ9el3Xd9IohcUyQqUW-metaRkZCNTVENUUtQ0MxRS00RjQ3LUFCRTAtRDU2NTREQTZENkRFLmpwZWc=-.jpg,thumbnail,1,2024-03-03 13:36:37,2024-03-03 13:36:37,,تیشرت بیسیک,TT-shirt,"جنس: پنبه دونخ
رنگبندی:سفید/مشکی/سبز/آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,1,2024-03-03 13:36:01,2025-03-14 15:34:55,,
50,12,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/SlOhYaqVuNAEplawd674pgSrJ6m3FQ-metaNzFBNDk2NTEtMzczNy00NkZBLTlDMkEtQkVGNEVBRTU1MDkzLmpwZWc=-.jpg,image,1,2024-03-03 13:37:09,2024-03-03 13:37:09,,تیشرت بیسیک,TT-shirt,"جنس: پنبه دونخ
رنگبندی:سفید/مشکی/سبز/آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,1,2024-03-03 13:36:01,2025-03-14 15:34:55,,
51,12,http://cdn.mouherwear1.comhttp://cdn.mouherwear1.com/iDmOUc9tztyaFqGZyfYEoKVdoT23wX-metaNERENjIyMUMtQjYzMS00MDdELTgzRDQtNkFEQzQ3QTRGMEVCLmpwZWc=-.jpg,image,1,2024-03-03 13:37:47,2024-03-03 13:37:47,,تیشرت بیسیک,TT-shirt,"جنس: پنبه دونخ
رنگبندی:سفید/مشکی/سبز/آبی
فری سایز(عرض سینه ۶۳/قد۷۸)",0,1,2024-03-03 13:36:01,2025-03-14 15:34:55,,
